250.34,0.464567668
252.57,0.46820407
254.8,0.471888303
257.03,0.475621263
259.26,0.479403865
261.48,0.483219746
263.71,0.487104241
265.94,0.491041259
268.16,0.495013795
270.39,0.499058668
272.61,0.503140651
274.84,0.507297602
277.06,0.511493342
279.28,0.515747513
281.51,0.520080837
283.73,0.524455641
285.95,0.528892437
288.17,0.533392474
290.39,0.53795703
292.61,0.54258742
294.83,0.547284991
297.05,0.552051126
299.27,0.556887245
301.48,0.561772538
303.7,0.566752707
305.91,0.571784409
308.13,0.576914751
310.35,0.582122759
312.56,0.5873861
314.77,0.59272975
316.99,0.598180184
319.2,0.603690092
321.41,0.609285673
323.62,0.614968815
325.83,0.620741457
328.04,0.626605596
330.25,0.632563285
332.46,0.638616636
334.67,0.644767824
336.88,0.651019085
339.08,0.65734374
341.29,0.663801647
343.5,0.670366734
345.7,0.677011062
347.91,0.683797614
350.11,0.690667617
352.31,0.697654237
354.52,0.704792849
356.72,0.712021743
358.92,0.719375918
361.12,0.726858441
363.32,0.734472472
365.52,0.742221272
367.72,0.750108207
369.92,0.758136748
372.12,0.766310482
374.32,0.774633109
376.51,0.783069576
378.71,0.791700861
380.9,0.800452535
383.1,0.809408722
385.29,0.818492314
387.49,0.827790752
389.68,0.837224113
391.87,0.846839017
394.07,0.856685567
396.26,0.866679352
398.45,0.876869961
400.64,0.88726284
402.83,0.897863628
405.02,0.908678166
407.21,0.919712504
409.39,0.930920971
411.58,0.942412869
413.77,0.95414404
415.95,0.966066208
418.14,0.978295966
420.32,0.990729071
422.51,1.003487359
424.69,1.016462334
426.87,1.029719932
429.06,1.043331602
431.24,1.057182021
433.42,1.071341971
435.6,1.085821122
437.78,1.100629531
439.96,1.115777657
442.14,1.131276384
444.31,1.147063442
446.49,1.163296083
448.67,1.179914678
450.84,1.196853032
453.02,1.214280545
455.19,1.2320511
457.37,1.250342925
459.54,1.269003185
461.71,1.288130341
463.89,1.307832165
466.06,1.32794495
468.23,1.348575686
470.4,1.369742912
472.57,1.391466014
474.74,1.413765267
476.91,1.43666189
479.07,1.460068266
481.24,1.48422429
483.41,1.50904741
485.57,1.534443952
487.74,1.560675748
489.9,1.587528841
492.07,1.615281242
494.23,1.643707817
496.4,1.673104172
498.56,1.703233211
500.72,1.734263899
502.88,1.766233522
505.04,1.799181327
507.2,1.833148644
509.36,1.868179016
511.52,1.904318348
513.68,1.941615059
515.83,1.979939118
517.99,2.019700776
520.14,2.060588303
522.3,2.103042076
524.45,2.146732108
526.61,2.192132025
528.76,2.2388922
530.91,2.287293967
533.07,2.337653801
535.22,2.389589778
537.37,2.443420239
539.52,2.499240031
541.67,2.557150017
543.82,2.617257534
545.97,2.679676898
548.11,2.744222482
550.26,2.811626966
552.41,2.881733206
554.55,2.954343252
556.7,3.030293569
558.84,3.109045541
560.98,3.191124487
563.13,3.277131019
565.27,3.366471977
567.41,3.459760409
569.55,3.55723434
571.69,3.659149941
573.83,3.765783197
575.97,3.877431767
578.11,3.994417039
580.25,4.117086421
582.39,4.245815888
584.52,4.380365355
586.66,4.522438358
588.79,4.671182179
590.93,4.828513339
593.06,4.993524042
595.19,5.167541762
597.33,5.352120037
599.46,5.54626638
601.59,5.751619275
603.72,5.969055325
605.85,6.199537545
607.98,6.444125666
610.11,6.70398788
612.24,6.980414291
614.36,7.273405705
616.49,7.587302328
618.62,7.922523366
620.74,8.279286078
622.87,8.663134125
624.99,9.072887813
627.11,9.513003327
629.24,9.988864752
631.36,10.49949883
633.48,11.05103672
635.6,11.64805879
637.72,12.29588548
639.84,13.00075885
641.96,13.770081
644.08,14.61272537
646.2,15.53943867
648.31,16.55826967
650.43,17.69495325
652.54,18.95848027
654.66,20.38532224
656.77,21.99198849
658.89,23.83061779
661,25.92833665
663.11,28.34631515
665.22,31.14713312
667.33,34.40331709
669.44,38.19724404
671.55,42.62036117
673.66,47.77156906
675.77,53.75463256
677.88,60.6744894
679.98,68.5919795
682.09,77.67303625
684.2,87.95454307
686.3,99.42045572
688.4,112.1115414
690.51,126.0227682
692.61,140.8484137
694.71,156.3387764
696.81,171.9968455
698.92,187.1755921
701.02,200.7918916
703.11,211.7908061
705.21,219.2120072
707.31,222.1727097
709.41,220.319801
711.51,213.8767943
713.6,203.6322543
715.7,190.5188197
717.79,175.7487149
719.89,160.1568398
721.98,144.6546729
724.07,129.7089989
726.16,115.6691158
728.25,102.7366024
730.35,90.95297867
732.44,80.45087808
734.52,71.1830728
736.61,62.99763489
738.7,55.85792555
740.79,49.6678528
742.87,44.3496758
744.96,39.75100691
747.05,35.80135973
749.13,32.42422609
751.21,29.51715638
753.3,26.99597783
755.38,24.82105333
757.46,22.92512968
759.54,21.26249468
761.62,19.79515415
763.7,18.49184913
765.78,17.32704777
767.86,16.27998219
769.94,15.33377557
772.01,14.47862376
774.09,13.69505368
776.17,12.97810954
778.24,12.32309605
780.32,11.71720967
782.39,11.16080826
784.46,10.64618289
786.53,10.16928128
788.61,9.724501799
790.68,9.312994485
792.75,8.929786127
794.82,8.572426966
796.89,8.238729868
798.95,7.928193516
801.02,7.636049445
803.09,7.36226993
805.15,7.106625447
807.22,6.86534388
809.28,6.639594562
811.35,6.426123877
813.41,6.226034723
815.47,6.037393732
817.53,5.85940629
819.6,5.69055344
821.66,5.531799365
823.72,5.381695889
825.78,5.239684184
827.83,5.105885816
829.89,4.978524834
831.95,4.857836605
834,4.743960598
836.06,4.635416704
838.12,4.53243277
840.17,4.435154212
842.22,4.342778756
844.28,4.254621244
846.33,4.171287839
848.38,4.092108572
850.43,4.016868831
852.48,3.945369024
854.53,3.877423407
856.58,3.812859013
858.63,3.751514684
860.67,3.693517238
862.72,3.638158513
864.77,3.585599428
866.81,3.535954971
868.86,3.488624973
870.9,3.443965937
872.94,3.401642969
874.98,3.361564656
877.03,3.323464949
879.07,3.28763556
881.11,3.253811091
883.15,3.22192223
885.19,3.191904392
887.22,3.163831397
889.26,3.137370975
891.3,3.112613888
893.33,3.089621296
895.37,3.068122352
897.4,3.048287216
899.44,3.029882883
901.47,3.013055598
903.5,2.997680407
905.54,2.983663955
907.57,2.971118283
909.6,2.959948693
911.63,2.950135386
913.66,2.941661222
915.68,2.934543678
917.71,2.928700419
919.74,2.92416061
921.76,2.920930342
923.79,2.918973556
925.82,2.918307997
927.84,2.918928678
929.86,2.920833145
931.89,2.924047236
933.91,2.928549038
935.93,2.934363928
937.95,2.941507823
939.97,2.949999979
941.99,2.959863177
944.01,2.971123953
946.02,2.983746459
948.04,2.99789098
950.06,3.01353773
952.07,3.030642171
954.09,3.049424196
956.1,3.06975309
958.12,3.091893217
960.13,3.115694138
962.14,3.141337468
964.15,3.168908163
966.16,3.198500885
968.17,3.230221273
970.18,3.264187534
972.19,3.30053252
974.2,3.339406521
976.2,3.380767362
978.21,3.425226482
980.22,3.472818
982.22,3.52356136
984.22,3.578029411
986.23,3.636964582
988.23,3.700356573
990.23,3.769258211
992.23,3.844723309
994.24,3.928651709
996.23,4.021752294
998.23,4.128171299
1000.2,4.249373533
1002.2,4.394302547
1004.2,4.568398015
1006.2,4.781122175
1008.2,5.044750141
1010.2,5.374851272
1012.2,5.790686797
1014.2,6.315437202
1016.2,6.976156154
1018.2,7.803339516
1020.2,8.830003528
1022.2,10.09018983
1024.2,11.6168594
1026.1,13.34068285
1028.1,15.4646687
1030.1,17.91813207
1032.1,20.69980058
1034.1,23.79143478
1036.1,27.15513401
1038.1,30.73143255
1040.1,34.43833476
1042,37.98595534
1044,41.62764431
1046,45.03311002
1048,48.04569951
1050,50.50511906
1051.9,52.19354746
1053.9,53.17581883
1055.9,53.27743855
1057.9,52.49671328
1059.9,50.8976963
1061.8,48.72654721
1063.8,45.89693139
1065.8,42.66695977
1067.8,39.1940245
1069.7,35.80150719
1071.7,32.25367319
1073.7,28.8335644
1075.6,25.77906657
1077.6,22.82761376
1079.6,20.18615701
1081.5,17.98275976
1083.5,15.9889301
1085.5,14.31876489
1087.5,12.95129493
1089.4,11.90690557
1091.4,11.04475381
1093.3,10.42097117
1095.3,9.938397537
1097.3,9.604288107
1099.2,9.39955237
1101.2,9.280154752
1103.2,9.240169348
1105.1,9.261413159
1107.1,9.33437767
1109,9.443495473
1111,9.59385392
1113,9.776183917
1114.9,9.976503725
1116.9,10.21466881
1118.8,10.46680215
1120.8,10.76039092
1122.7,11.06782176
1124.7,11.42421371
1126.6,11.79734776
1128.6,12.23112498
1130.5,12.68746872
1132.5,13.22126434
1134.4,13.78675635
1136.4,14.45310863
1138.3,15.16422291
1140.3,16.0080563
1142.2,16.91432219
1144.2,17.99566442
1146.1,19.16219609
1148.1,20.55864746
1150,22.0681582
1151.9,23.78027582
1153.9,25.83011977
1155.8,28.04207197
1157.8,30.68241185
1159.7,33.51986959
1161.6,36.71099525
1163.6,40.48833471
1165.5,44.5083843
1167.5,49.22995982
1169.4,54.21236679
1171.3,59.70687885
1173.3,66.06989058
1175.2,72.68489373
1177.1,79.86874237
1179.1,88.05185162
1181,96.41375575
1182.9,105.3371238
1184.9,115.3130489
1186.8,125.309816
1188.7,135.7673847
1190.6,146.6281196
1192.6,158.4175805
1194.5,169.8671596
1196.4,181.4570872
1198.4,193.6798999
1200.3,205.1740709
1202.2,216.4015918
1204.1,227.197468
1206,237.3832894
1208,247.2388804
1209.9,255.576894
1211.8,262.7228163
1213.7,268.4991366
1215.6,272.7518634
1217.6,275.4516946
1219.5,276.2512091
1221.4,275.3074154
1223.3,272.6508819
1225.2,268.3622093
1227.1,262.5651651
1229.1,255.0066012
1231,246.6302669
1232.9,237.2836003
1234.8,227.1598773
1236.7,216.4469682
1238.6,205.3222632
1240.5,193.9494925
1242.4,182.4770289
1244.3,171.0372374
1246.2,159.7464919
1248.1,148.7055796
1250.1,137.4475871
1252,127.1726367
1253.9,117.3655595
1255.8,108.07099
1257.7,99.32171482
1259.6,91.13955919
1261.5,83.5363295
1263.4,76.51480909
1265.3,70.06980014
1267.2,64.18919689
1269.1,58.85507167
1271,54.04475228
1272.9,49.73186906
